"","SID","DOB","DOT","Age","Sex","Location","Experimenter","Entered.by","Language","Exclude","Exclude_reason","Knower_level","Counterbalance","Condition","Task","Trial_number","Task_item","Response","Correct","Counting.Number.language","Notes","Exclude.Trial","Exclude.Trial.Reason","Agegroup","CP_subset","highest_count","Numerosity"
"264","11620-C2","10/17/16","1/16/20",3.247091034,"F","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","3","5","5",1,1,"",NA,"","(3,3.5]","CP",13,NA
"265","11620-C2","10/17/16","1/16/20",3.247091034,"F","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","4","6","6",1,1,"",NA,"","(3,3.5]","CP",13,NA
"266","11620-C2","10/17/16","1/16/20",3.247091034,"F","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","5","6","6",1,1,"",NA,"","(3,3.5]","CP",13,NA
"267","11620-C2","10/17/16","1/16/20",3.247091034,"F","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","6",NA,"",NA,NA,"",NA,"","(3,3.5]","CP",13,NA
"268","11620-C2","10/17/16","1/16/20",3.247091034,"F","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","7",NA,"",NA,NA,"",NA,"","(3,3.5]","CP",13,NA
"269","11620-C2","10/17/16","1/16/20",3.247091034,"F","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","8",NA,"",NA,NA,"",NA,"","(3,3.5]","CP",13,NA
"270","11620-C2","10/17/16","1/16/20",3.247091034,"F","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","9",NA,"",NA,NA,"",NA,"","(3,3.5]","CP",13,NA
"271","11620-C2","10/17/16","1/16/20",3.247091034,"F","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","10",NA,"",NA,NA,"",NA,"","(3,3.5]","CP",13,NA
"272","11620-C2","10/17/16","1/16/20",3.247091034,"F","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","11",NA,"",NA,NA,"",NA,"","(3,3.5]","CP",13,NA
"273","11620-C2","10/17/16","1/16/20",3.247091034,"F","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","12",NA,"",NA,NA,"",NA,"","(3,3.5]","CP",13,NA
"274","11620-C2","10/17/16","1/16/20",3.247091034,"F","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","13",NA,"",NA,NA,"",NA,"","(3,3.5]","CP",13,NA
"275","11620-C2","10/17/16","1/16/20",3.247091034,"F","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","14",NA,"",NA,NA,"",NA,"","(3,3.5]","CP",13,NA
"276","11620-C2","10/17/16","1/16/20",3.247091034,"F","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","15",NA,"",NA,NA,"",NA,"","(3,3.5]","CP",13,NA
"277","11620-A2","8/11/15","1/16/20",4.432580424,"F","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Set-matching","1","3","3",1,NA,"",NA,"","(4,4.5]","CP",29,"Small"
"278","11620-A2","8/11/15","1/16/20",4.432580424,"F","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Set-matching","2","4","4",1,NA,"",NA,"","(4,4.5]","CP",29,"Small"
"279","11620-A2","8/11/15","1/16/20",4.432580424,"F","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Set-matching","3","10","15",0,NA,"",NA,"","(4,4.5]","CP",29,"Large"
"280","11620-A2","8/11/15","1/16/20",4.432580424,"F","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Set-matching","4","6","6",1,NA,"",NA,"","(4,4.5]","CP",29,"Large"
"281","11620-A2","8/11/15","1/16/20",4.432580424,"F","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Set-matching","5","8","8",1,NA,"",NA,"","(4,4.5]","CP",29,"Large"
"282","11620-A2","8/11/15","1/16/20",4.432580424,"F","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Set-matching",NA,"Neutral-Final Question","IDK",0,NA,"",NA,"","(4,4.5]","CP",29,NA
"283","11620-A2","8/11/15","1/16/20",4.432580424,"F","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Set-matching",NA,"IDK first?","1",0,NA,"",NA,"","(4,4.5]","CP",29,NA
"284","11620-A2","8/11/15","1/16/20",4.432580424,"F","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Set-matching",NA,"Memory_check_answer","8",0,NA,"",NA,"","(4,4.5]","CP",29,NA
"285","11620-A2","8/11/15","1/16/20",4.432580424,"F","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","1","3","3",1,NA,"",NA,"","(4,4.5]","CP",29,NA
"286","11620-A2","8/11/15","1/16/20",4.432580424,"F","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","2","4","4",1,1,"",NA,"","(4,4.5]","CP",29,NA
"287","11620-A2","8/11/15","1/16/20",4.432580424,"F","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","3","5","5",1,1,"",NA,"","(4,4.5]","CP",29,NA
"288","11620-A2","8/11/15","1/16/20",4.432580424,"F","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","4","6","6",1,1,"",NA,"","(4,4.5]","CP",29,NA
"289","11620-A2","8/11/15","1/16/20",4.432580424,"F","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","5","6","6",1,1,"",NA,"","(4,4.5]","CP",29,NA
"290","11620-A2","8/11/15","1/16/20",4.432580424,"F","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","6",NA,"",NA,NA,"",NA,"","(4,4.5]","CP",29,NA
"291","11620-A2","8/11/15","1/16/20",4.432580424,"F","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","7",NA,"",NA,NA,"",NA,"","(4,4.5]","CP",29,NA
"292","11620-A2","8/11/15","1/16/20",4.432580424,"F","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","8",NA,"",NA,NA,"",NA,"","(4,4.5]","CP",29,NA
"293","11620-A2","8/11/15","1/16/20",4.432580424,"F","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","9",NA,"",NA,NA,"",NA,"","(4,4.5]","CP",29,NA
"294","11620-A2","8/11/15","1/16/20",4.432580424,"F","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","10",NA,"",NA,NA,"",NA,"","(4,4.5]","CP",29,NA
"295","11620-A2","8/11/15","1/16/20",4.432580424,"F","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","11",NA,"",NA,NA,"",NA,"","(4,4.5]","CP",29,NA
"296","11620-A2","8/11/15","1/16/20",4.432580424,"F","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","12",NA,"",NA,NA,"",NA,"","(4,4.5]","CP",29,NA
"297","11620-A2","8/11/15","1/16/20",4.432580424,"F","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","13",NA,"",NA,NA,"",NA,"","(4,4.5]","CP",29,NA
"298","11620-A2","8/11/15","1/16/20",4.432580424,"F","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","14",NA,"",NA,NA,"",NA,"","(4,4.5]","CP",29,NA
"299","11620-A2","8/11/15","1/16/20",4.432580424,"F","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","15",NA,"",NA,NA,"",NA,"","(4,4.5]","CP",29,NA
"300","11620-J","6/12/15","1/16/20",4.596851472,"M","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Set-matching","1","3","3",1,NA,"",NA,"","(4.5,5.1]","CP",39,"Small"
"301","11620-J","6/12/15","1/16/20",4.596851472,"M","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Set-matching","2","4","4",1,NA,"",NA,"","(4.5,5.1]","CP",39,"Small"
"302","11620-J","6/12/15","1/16/20",4.596851472,"M","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Set-matching","3","10","9",0,NA,"",NA,"","(4.5,5.1]","CP",39,"Large"
"303","11620-J","6/12/15","1/16/20",4.596851472,"M","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Set-matching","4","6","6",1,NA,"",NA,"","(4.5,5.1]","CP",39,"Large"
"304","11620-J","6/12/15","1/16/20",4.596851472,"M","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Set-matching","5","8","9",0,NA,"",NA,"","(4.5,5.1]","CP",39,"Large"
"305","11620-J","6/12/15","1/16/20",4.596851472,"M","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Set-matching",NA,"Neutral-Final Question","IDK",0,NA,"",NA,"","(4.5,5.1]","CP",39,NA
"306","11620-J","6/12/15","1/16/20",4.596851472,"M","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Set-matching",NA,"IDK first?","1",0,NA,"",NA,"","(4.5,5.1]","CP",39,NA
"307","11620-J","6/12/15","1/16/20",4.596851472,"M","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Set-matching",NA,"Memory_check_answer","8",0,NA,"",NA,"","(4.5,5.1]","CP",39,NA
"308","11620-J","6/12/15","1/16/20",4.596851472,"M","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","1","3","3",1,NA,"",NA,"","(4.5,5.1]","CP",39,NA
"309","11620-J","6/12/15","1/16/20",4.596851472,"M","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","2","4","4",1,NA,"",NA,"","(4.5,5.1]","CP",39,NA
"310","11620-J","6/12/15","1/16/20",4.596851472,"M","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","3","5","5",1,NA,"",NA,"","(4.5,5.1]","CP",39,NA
"311","11620-J","6/12/15","1/16/20",4.596851472,"M","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","4","6","6",1,NA,"",NA,"","(4.5,5.1]","CP",39,NA
"312","11620-J","6/12/15","1/16/20",4.596851472,"M","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","5","6","6",1,NA,"",NA,"","(4.5,5.1]","CP",39,NA
"313","11620-J","6/12/15","1/16/20",4.596851472,"M","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","6",NA,"",NA,NA,"",NA,"","(4.5,5.1]","CP",39,NA
"314","11620-J","6/12/15","1/16/20",4.596851472,"M","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","7",NA,"",NA,NA,"",NA,"","(4.5,5.1]","CP",39,NA
"315","11620-J","6/12/15","1/16/20",4.596851472,"M","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","8",NA,"",NA,NA,"",NA,"","(4.5,5.1]","CP",39,NA
"316","11620-J","6/12/15","1/16/20",4.596851472,"M","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","9",NA,"",NA,NA,"",NA,"","(4.5,5.1]","CP",39,NA
"317","11620-J","6/12/15","1/16/20",4.596851472,"M","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","10",NA,"",NA,NA,"",NA,"","(4.5,5.1]","CP",39,NA
"318","11620-J","6/12/15","1/16/20",4.596851472,"M","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","11",NA,"",NA,NA,"",NA,"","(4.5,5.1]","CP",39,NA
"319","11620-J","6/12/15","1/16/20",4.596851472,"M","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","12",NA,"",NA,NA,"",NA,"","(4.5,5.1]","CP",39,NA
"320","11620-J","6/12/15","1/16/20",4.596851472,"M","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","13",NA,"",NA,NA,"",NA,"","(4.5,5.1]","CP",39,NA
"321","11620-J","6/12/15","1/16/20",4.596851472,"M","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","14",NA,"",NA,NA,"",NA,"","(4.5,5.1]","CP",39,NA
"322","11620-J","6/12/15","1/16/20",4.596851472,"M","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","15",NA,"",NA,NA,"",NA,"","(4.5,5.1]","CP",39,NA
"323","11620-A","1/4/15","1/16/20",5.032169747,"M","Adventure Days","RMS","RMS","English",0,"","CP","B","NEUTRAL","Set-matching","1","4","4",1,NA,"",NA,"","(4.5,5.1]","CP",10,"Small"
"324","11620-A","1/4/15","1/16/20",5.032169747,"M","Adventure Days","RMS","RMS","English",0,"","CP","B","NEUTRAL","Set-matching","2","3","3",1,NA,"",NA,"","(4.5,5.1]","CP",10,"Small"
"325","11620-A","1/4/15","1/16/20",5.032169747,"M","Adventure Days","RMS","RMS","English",0,"","CP","B","NEUTRAL","Set-matching","3","8","11",0,NA,"",NA,"","(4.5,5.1]","CP",10,"Large"
"326","11620-A","1/4/15","1/16/20",5.032169747,"M","Adventure Days","RMS","RMS","English",0,"","CP","B","NEUTRAL","Set-matching","4","6","7",0,NA,"",NA,"","(4.5,5.1]","CP",10,"Large"
"327","11620-A","1/4/15","1/16/20",5.032169747,"M","Adventure Days","RMS","RMS","English",0,"","CP","B","NEUTRAL","Set-matching","5","10","13",0,NA,"",NA,"","(4.5,5.1]","CP",10,"Large"
"328","11620-A","1/4/15","1/16/20",5.032169747,"M","Adventure Days","RMS","RMS","English",0,"","CP","B","NEUTRAL","Set-matching",NA,"Neutral-Final Question","10",1,NA,"",NA,"","(4.5,5.1]","CP",10,NA
"329","11620-A","1/4/15","1/16/20",5.032169747,"M","Adventure Days","RMS","RMS","English",0,"","CP","B","NEUTRAL","Set-matching",NA,"IDK first?","0",0,NA,"",NA,"","(4.5,5.1]","CP",10,NA
"330","11620-A","1/4/15","1/16/20",5.032169747,"M","Adventure Days","RMS","RMS","English",0,"","CP","B","NEUTRAL","Set-matching",NA,"Memory_check_answer","10",1,NA,"",NA,"","(4.5,5.1]","CP",10,NA
"331","11620-A","1/4/15","1/16/20",5.032169747,"M","Adventure Days","RMS","RMS","English",0,"","CP","B","NEUTRAL","Give_N","1","3","3",1,NA,"",NA,"","(4.5,5.1]","CP",10,NA
"332","11620-A","1/4/15","1/16/20",5.032169747,"M","Adventure Days","RMS","RMS","English",0,"","CP","B","NEUTRAL","Give_N","2","4","4",1,NA,"",NA,"","(4.5,5.1]","CP",10,NA
"333","11620-A","1/4/15","1/16/20",5.032169747,"M","Adventure Days","RMS","RMS","English",0,"","CP","B","NEUTRAL","Give_N","3","5","5",1,NA,"",NA,"","(4.5,5.1]","CP",10,NA
"334","11620-A","1/4/15","1/16/20",5.032169747,"M","Adventure Days","RMS","RMS","English",0,"","CP","B","NEUTRAL","Give_N","4","6","6",1,NA,"",NA,"","(4.5,5.1]","CP",10,NA
"335","11620-A","1/4/15","1/16/20",5.032169747,"M","Adventure Days","RMS","RMS","English",0,"","CP","B","NEUTRAL","Give_N","5","6","6",1,NA,"",NA,"","(4.5,5.1]","CP",10,NA
"336","11620-A","1/4/15","1/16/20",5.032169747,"M","Adventure Days","RMS","RMS","English",0,"","CP","B","NEUTRAL","Give_N","6",NA,"",NA,NA,"",NA,"","(4.5,5.1]","CP",10,NA
"337","11620-A","1/4/15","1/16/20",5.032169747,"M","Adventure Days","RMS","RMS","English",0,"","CP","B","NEUTRAL","Give_N","7",NA,"",NA,NA,"",NA,"","(4.5,5.1]","CP",10,NA
"338","11620-A","1/4/15","1/16/20",5.032169747,"M","Adventure Days","RMS","RMS","English",0,"","CP","B","NEUTRAL","Give_N","8",NA,"",NA,NA,"",NA,"","(4.5,5.1]","CP",10,NA
"339","11620-A","1/4/15","1/16/20",5.032169747,"M","Adventure Days","RMS","RMS","English",0,"","CP","B","NEUTRAL","Give_N","9",NA,"",NA,NA,"",NA,"","(4.5,5.1]","CP",10,NA
"340","11620-A","1/4/15","1/16/20",5.032169747,"M","Adventure Days","RMS","RMS","English",0,"","CP","B","NEUTRAL","Give_N","10",NA,"",NA,NA,"",NA,"","(4.5,5.1]","CP",10,NA
"341","11620-A","1/4/15","1/16/20",5.032169747,"M","Adventure Days","RMS","RMS","English",0,"","CP","B","NEUTRAL","Give_N","11",NA,"",NA,NA,"",NA,"","(4.5,5.1]","CP",10,NA
"342","11620-A","1/4/15","1/16/20",5.032169747,"M","Adventure Days","RMS","RMS","English",0,"","CP","B","NEUTRAL","Give_N","12",NA,"",NA,NA,"",NA,"","(4.5,5.1]","CP",10,NA
"343","11620-A","1/4/15","1/16/20",5.032169747,"M","Adventure Days","RMS","RMS","English",0,"","CP","B","NEUTRAL","Give_N","13",NA,"",NA,NA,"",NA,"","(4.5,5.1]","CP",10,NA
"344","11620-A","1/4/15","1/16/20",5.032169747,"M","Adventure Days","RMS","RMS","English",0,"","CP","B","NEUTRAL","Give_N","14",NA,"",NA,NA,"",NA,"","(4.5,5.1]","CP",10,NA
"345","11620-A","1/4/15","1/16/20",5.032169747,"M","Adventure Days","RMS","RMS","English",0,"","CP","B","NEUTRAL","Give_N","15",NA,"",NA,NA,"",NA,"","(4.5,5.1]","CP",10,NA
"346","121919-L","9/27/15","12/19/19",4.227241615,"M","Birch","RMS","RMS","English",0,"","CP","A","NEUTRAL","Set-matching","1","3","3",1,NA,"",NA,"","(4,4.5]","CP",NA,"Small"
"347","121919-L","9/27/15","12/19/19",4.227241615,"M","Birch","RMS","RMS","English",0,"","CP","A","NEUTRAL","Set-matching","2","4","4",1,1,"""Do you know what 2+2 is?""",NA,"","(4,4.5]","CP",NA,"Small"
"348","121919-L","9/27/15","12/19/19",4.227241615,"M","Birch","RMS","RMS","English",0,"","CP","A","NEUTRAL","Set-matching","3","10","11",0,NA,"",NA,"","(4,4.5]","CP",NA,"Large"
"349","121919-L","9/27/15","12/19/19",4.227241615,"M","Birch","RMS","RMS","English",0,"","CP","A","NEUTRAL","Set-matching","4","6","7",0,NA,"",NA,"","(4,4.5]","CP",NA,"Large"
"350","121919-L","9/27/15","12/19/19",4.227241615,"M","Birch","RMS","RMS","English",0,"","CP","A","NEUTRAL","Set-matching","5","8","8",1,NA,"",NA,"","(4,4.5]","CP",NA,"Large"
"351","121919-L","9/27/15","12/19/19",4.227241615,"M","Birch","RMS","RMS","English",0,"","CP","A","NEUTRAL","Set-matching",NA,"Neutral-Final Question","15",0,NA,"",NA,"","(4,4.5]","CP",NA,NA
"352","121919-L","9/27/15","12/19/19",4.227241615,"M","Birch","RMS","RMS","English",0,"","CP","A","NEUTRAL","Set-matching",NA,"IDK first?","0",0,NA,"",NA,"","(4,4.5]","CP",NA,NA
"353","121919-L","9/27/15","12/19/19",4.227241615,"M","Birch","RMS","RMS","English",0,"","CP","A","NEUTRAL","Set-matching",NA,"Memory_check_answer","8",1,NA,"",NA,"","(4,4.5]","CP",NA,NA
"354","121919-L","9/27/15","12/19/19",4.227241615,"M","Birch","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","1","3","3",1,NA,"",NA,"","(4,4.5]","CP",NA,NA
"355","121919-L","9/27/15","12/19/19",4.227241615,"M","Birch","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","2","4","4",1,NA,"",NA,"","(4,4.5]","CP",NA,NA
"356","121919-L","9/27/15","12/19/19",4.227241615,"M","Birch","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","3","5","5",1,NA,"",NA,"","(4,4.5]","CP",NA,NA
"357","121919-L","9/27/15","12/19/19",4.227241615,"M","Birch","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","4","6","6",1,NA,"",NA,"","(4,4.5]","CP",NA,NA
"358","121919-L","9/27/15","12/19/19",4.227241615,"M","Birch","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","5","6","6",1,NA,"",NA,"","(4,4.5]","CP",NA,NA
"359","121919-L","9/27/15","12/19/19",4.227241615,"M","Birch","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","6",NA,"",NA,NA,"",NA,"","(4,4.5]","CP",NA,NA
"360","121919-L","9/27/15","12/19/19",4.227241615,"M","Birch","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","7",NA,"",NA,NA,"",NA,"","(4,4.5]","CP",NA,NA
"361","121919-L","9/27/15","12/19/19",4.227241615,"M","Birch","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","8",NA,"",NA,NA,"",NA,"","(4,4.5]","CP",NA,NA
"362","121919-L","9/27/15","12/19/19",4.227241615,"M","Birch","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","9",NA,"",NA,NA,"",NA,"","(4,4.5]","CP",NA,NA
"363","121919-L","9/27/15","12/19/19",4.227241615,"M","Birch","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","10",NA,"",NA,NA,"",NA,"","(4,4.5]","CP",NA,NA
"364","121919-L","9/27/15","12/19/19",4.227241615,"M","Birch","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","11",NA,"",NA,NA,"",NA,"","(4,4.5]","CP",NA,NA
"365","121919-L","9/27/15","12/19/19",4.227241615,"M","Birch","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","12",NA,"",NA,NA,"",NA,"","(4,4.5]","CP",NA,NA
"366","121919-L","9/27/15","12/19/19",4.227241615,"M","Birch","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","13",NA,"",NA,NA,"",NA,"","(4,4.5]","CP",NA,NA
"367","121919-L","9/27/15","12/19/19",4.227241615,"M","Birch","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","14",NA,"",NA,NA,"",NA,"","(4,4.5]","CP",NA,NA
"368","121919-L","9/27/15","12/19/19",4.227241615,"M","Birch","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","15",NA,"",NA,NA,"",NA,"","(4,4.5]","CP",NA,NA
"369","11720-ZR","5/20/16","1/17/20",3.660506502,"M","Adventure Days","LK","RMS","English",0,"","CP","A","NEUTRAL","Set-matching","1","3","3",1,NA,"",NA,"","(3.5,4]","CP",26,"Small"
"370","11720-ZR","5/20/16","1/17/20",3.660506502,"M","Adventure Days","LK","RMS","English",0,"","CP","A","NEUTRAL","Set-matching","2","4","4",1,1,"started counting",NA,"","(3.5,4]","CP",26,"Small"
"371","11720-ZR","5/20/16","1/17/20",3.660506502,"M","Adventure Days","LK","RMS","English",0,"","CP","A","NEUTRAL","Set-matching","3","10","15",0,NA,"",NA,"","(3.5,4]","CP",26,"Large"
"372","11720-ZR","5/20/16","1/17/20",3.660506502,"M","Adventure Days","LK","RMS","English",0,"","CP","A","NEUTRAL","Set-matching","4","6","6",1,NA,"",NA,"","(3.5,4]","CP",26,"Large"
"373","11720-ZR","5/20/16","1/17/20",3.660506502,"M","Adventure Days","LK","RMS","English",0,"","CP","A","NEUTRAL","Set-matching","5","8","9",0,NA,"",NA,"","(3.5,4]","CP",26,"Large"
"374","11720-ZR","5/20/16","1/17/20",3.660506502,"M","Adventure Days","LK","RMS","English",0,"","CP","A","NEUTRAL","Set-matching",NA,"Neutral-Final Question","10",0,NA,"",NA,"","(3.5,4]","CP",26,NA
"375","11720-ZR","5/20/16","1/17/20",3.660506502,"M","Adventure Days","LK","RMS","English",0,"","CP","A","NEUTRAL","Set-matching",NA,"IDK first?","0",0,NA,"",NA,"","(3.5,4]","CP",26,NA
"376","11720-ZR","5/20/16","1/17/20",3.660506502,"M","Adventure Days","LK","RMS","English",0,"","CP","A","NEUTRAL","Set-matching",NA,"Memory_check_answer","8",1,NA,"",NA,"","(3.5,4]","CP",26,NA
"377","11720-ZR","5/20/16","1/17/20",3.660506502,"M","Adventure Days","LK","RMS","English",0,"","CP","A","NEUTRAL","Give_N","1","3","3",1,1,"",NA,"","(3.5,4]","CP",26,NA
"378","11720-ZR","5/20/16","1/17/20",3.660506502,"M","Adventure Days","LK","RMS","English",0,"","CP","A","NEUTRAL","Give_N","2","4","4",1,1,"",NA,"","(3.5,4]","CP",26,NA
"379","11720-ZR","5/20/16","1/17/20",3.660506502,"M","Adventure Days","LK","RMS","English",0,"","CP","A","NEUTRAL","Give_N","3","5","5",1,1,"",NA,"","(3.5,4]","CP",26,NA
"380","11720-ZR","5/20/16","1/17/20",3.660506502,"M","Adventure Days","LK","RMS","English",0,"","CP","A","NEUTRAL","Give_N","4","6","6",1,1,"",NA,"","(3.5,4]","CP",26,NA
"381","11720-ZR","5/20/16","1/17/20",3.660506502,"M","Adventure Days","LK","RMS","English",0,"","CP","A","NEUTRAL","Give_N","5","6","6",1,1,"",NA,"","(3.5,4]","CP",26,NA
"382","11720-ZR","5/20/16","1/17/20",3.660506502,"M","Adventure Days","LK","RMS","English",0,"","CP","A","NEUTRAL","Give_N","6","6","6",1,1,"",NA,"","(3.5,4]","CP",26,NA
"383","11720-ZR","5/20/16","1/17/20",3.660506502,"M","Adventure Days","LK","RMS","English",0,"","CP","A","NEUTRAL","Give_N","7",NA,"",NA,NA,"",NA,"","(3.5,4]","CP",26,NA
"384","11720-ZR","5/20/16","1/17/20",3.660506502,"M","Adventure Days","LK","RMS","English",0,"","CP","A","NEUTRAL","Give_N","8",NA,"",NA,NA,"",NA,"","(3.5,4]","CP",26,NA
"385","11720-ZR","5/20/16","1/17/20",3.660506502,"M","Adventure Days","LK","RMS","English",0,"","CP","A","NEUTRAL","Give_N","9",NA,"",NA,NA,"",NA,"","(3.5,4]","CP",26,NA
"386","11720-ZR","5/20/16","1/17/20",3.660506502,"M","Adventure Days","LK","RMS","English",0,"","CP","A","NEUTRAL","Give_N","10",NA,"",NA,NA,"",NA,"","(3.5,4]","CP",26,NA
"387","11720-ZR","5/20/16","1/17/20",3.660506502,"M","Adventure Days","LK","RMS","English",0,"","CP","A","NEUTRAL","Give_N","11",NA,"",NA,NA,"",NA,"","(3.5,4]","CP",26,NA
"388","11720-ZR","5/20/16","1/17/20",3.660506502,"M","Adventure Days","LK","RMS","English",0,"","CP","A","NEUTRAL","Give_N","12",NA,"",NA,NA,"",NA,"","(3.5,4]","CP",26,NA
"389","11720-ZR","5/20/16","1/17/20",3.660506502,"M","Adventure Days","LK","RMS","English",0,"","CP","A","NEUTRAL","Give_N","13",NA,"",NA,NA,"",NA,"","(3.5,4]","CP",26,NA
"390","11720-ZR","5/20/16","1/17/20",3.660506502,"M","Adventure Days","LK","RMS","English",0,"","CP","A","NEUTRAL","Give_N","14",NA,"",NA,NA,"",NA,"","(3.5,4]","CP",26,NA
"391","11720-ZR","5/20/16","1/17/20",3.660506502,"M","Adventure Days","LK","RMS","English",0,"","CP","A","NEUTRAL","Give_N","15",NA,"",NA,NA,"",NA,"","(3.5,4]","CP",26,NA
"392","11720-QV","5/8/15","1/17/20",4.6954141,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Set-matching","1","4","4",1,NA,"",NA,"","(4.5,5.1]","CP",18,"Small"
"393","11720-QV","5/8/15","1/17/20",4.6954141,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Set-matching","2","3","3",1,NA,"",NA,"","(4.5,5.1]","CP",18,"Small"
"394","11720-QV","5/8/15","1/17/20",4.6954141,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Set-matching","3","8","8",1,NA,"",NA,"","(4.5,5.1]","CP",18,"Large"
